Name,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AS
Stanley Johnson,2015-16,19,DET,NBA,SF,73,6,23.1,3.1,8.2,.375,0.9,2.8,.307,2.2,5.4,.410,.428,1.1,1.4,.784,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1,False
Trey Johnson,2008-09,24,CLE,NBA,SG,4,0,3.5,0.0,1.3,.000,0.0,0.0,,0.0,1.3,.000,.000,1.0,1.0,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.0,1.0,False
Tyler Johnson,2014-15,22,MIA,NBA,SG,32,2,18.8,2.2,5.2,.419,0.6,1.5,.375,1.6,3.7,.437,.473,1.0,1.5,.681,0.4,2.1,2.5,1.3,1.0,0.3,0.9,1.3,5.9,False
Wesley Johnson,2010-11,23,MIN,NBA,SG,79,63,26.2,3.4,8.6,.397,1.3,3.7,.356,2.1,5.0,.427,.473,0.8,1.2,.696,0.6,2.4,3.0,1.9,0.7,0.7,1.2,2.1,9.0,False
Nikola Jokić,2015-16,20,DEN,NBA,C,80,55,21.7,3.8,7.5,.512,0.4,1.1,.333,3.5,6.5,.541,.535,1.9,2.4,.811,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,10.0,True
Dahntay Jones,2003-04,23,MEM,NBA,SG,20,0,7.7,0.8,2.7,.283,0.1,0.2,.250,0.7,2.5,.286,.292,0.3,0.6,.455,0.4,0.8,1.2,0.6,0.3,0.3,0.6,1.2,1.8,False
Damian Jones,2016-17,21,GSW,NBA,C,10,0,8.5,0.8,1.6,.500,0.0,0.0,,0.8,1.6,.500,.500,0.3,1.0,.300,0.9,1.4,2.3,0.0,0.1,0.4,0.6,1.5,1.9,False
Damon Jones,1998-99,22,TOT,NBA,PG,24,0,14.3,1.8,5.0,.361,1.0,2.6,.403,0.8,2.4,.316,.466,0.6,0.7,.824,0.3,1.6,1.8,1.8,0.5,0.0,0.7,1.0,5.2,False
Derrick Jones,2016-17,19,PHO,NBA,SF,32,8,17.0,2.1,3.8,.562,0.1,0.3,.273,2.0,3.4,.591,.574,0.9,1.3,.707,1.2,1.3,2.5,0.4,0.4,0.4,0.4,2.0,5.3,False
Dwayne Jones,2005-06,22,BOS,NBA,PF,14,0,6.2,0.3,0.7,.400,0.0,0.0,,0.3,0.7,.400,.400,0.4,0.9,.462,0.7,1.5,2.2,0.1,0.1,0.2,0.2,1.0,1.0,False
Eddie Jones,1994-95,23,LAL,NBA,SG,64,58,31.0,5.3,11.6,.460,1.4,3.8,.370,3.9,7.8,.504,.521,1.9,2.6,.722,1.2,2.7,3.9,2.0,2.0,0.6,1.2,2.7,14.0,True
Fred Jones,2002-03,23,IND,NBA,SG,19,1,6.1,0.5,1.3,.375,0.1,0.4,.286,0.4,0.9,.412,.417,0.2,0.2,.750,0.2,0.3,0.5,0.3,0.3,0.1,0.3,0.7,1.2,False
James Jones,2003-04,23,IND,NBA,SF,6,0,4.3,0.3,1.5,.222,0.2,0.7,.250,0.2,0.8,.200,.278,0.3,0.3,1.000,0.0,0.3,0.3,0.0,0.2,0.0,0.0,0.2,1.2,False
Jumaine Jones,1999-00,20,PHI,NBA,SF,33,0,4.2,0.7,1.8,.379,0.1,0.1,.500,0.6,1.6,.370,.397,0.3,0.5,.611,0.5,0.7,1.2,0.2,0.2,0.2,0.4,0.3,1.7,False
Popeye Jones,1993-94,23,DAL,NBA,PF,81,47,21.9,2.4,5.0,.479,0.0,0.0,.000,2.4,5.0,.480,.479,1.0,1.3,.729,3.7,3.8,7.5,1.2,0.8,0.4,1.2,3.0,5.8,False
Solomon Jones,2006-07,22,ATL,NBA,PF,58,8,11.5,1.1,2.2,.508,0.0,0.0,.000,1.1,2.2,.512,.508,1.0,1.3,.787,0.8,1.5,2.3,0.2,0.2,0.7,0.4,2.1,3.3,False
Terrence Jones,2012-13,21,HOU,NBA,PF,19,0,14.5,2.3,4.9,.457,0.3,1.0,.263,2.0,3.9,.507,.484,0.7,0.9,.765,1.5,1.9,3.4,0.8,0.6,1.0,0.7,1.1,5.5,False
Tyus Jones,2015-16,19,MIN,NBA,PG,37,0,15.5,1.5,4.2,.359,0.4,1.4,.302,1.1,2.8,.388,.410,0.8,1.1,.718,0.2,1.1,1.3,2.9,0.8,0.1,0.9,0.9,4.2,False
Adonis Jordan,1993-94,23,DEN,NBA,PG,6,0,13.2,1.0,3.8,.261,0.5,1.7,.300,0.5,2.2,.231,.326,0.0,0.0,,0.5,0.5,1.0,3.2,0.0,0.2,1.0,1.0,2.5,False
DeAndre Jordan,2008-09,20,LAC,NBA,C,53,13,14.5,1.8,2.8,.633,0.0,0.0,,1.8,2.8,.633,.633,0.8,2.1,.385,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1.8,4.3,True
Jerome Jordan,2011-12,25,NYK,NBA,C,21,0,5.1,0.8,1.6,.515,0.0,0.0,,0.8,1.6,.515,.515,0.4,0.5,.800,0.7,0.6,1.3,0.2,0.0,0.3,0.1,0.7,2.0,False
Reggie Jordan,1993-94,26,LAL,NBA,SG,23,0,11.3,1.9,4.5,.427,0.1,0.2,.500,1.8,4.3,.424,.437,1.5,2.2,.686,2.0,0.9,2.9,1.1,0.6,0.2,0.6,1.1,5.4,False
Cory Joseph,2011-12,20,SAS,NBA,PG,29,1,9.2,0.8,2.4,.314,0.1,0.5,.200,0.7,1.9,.345,.336,0.4,0.6,.647,0.2,0.7,0.9,1.2,0.2,0.1,0.4,0.6,2.0,False
Chris Kaman,2003-04,21,LAC,NBA,C,82,61,22.5,2.4,5.3,.460,0.0,0.0,.000,2.4,5.3,.462,.460,1.2,1.7,.697,1.5,4.1,5.6,1.0,0.3,0.9,1.9,2.6,6.1,True
Frank Kaminsky,2015-16,22,CHO,NBA,C,81,3,21.1,2.7,6.5,.410,0.8,2.5,.337,1.8,4.0,.455,.474,1.3,1.8,.730,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5,False
Enes Kanter,2011-12,19,UTA,NBA,C,66,0,13.2,1.8,3.6,.496,0.0,0.0,.000,1.8,3.6,.498,.496,1.1,1.6,.667,1.6,2.6,4.2,0.1,0.3,0.3,0.8,1.3,4.6,False
Jason Kapono,2003-04,22,CLE,NBA,SF,41,3,10.4,1.3,3.1,.403,0.5,1.1,.477,0.8,2.1,.365,.484,0.5,0.6,.833,0.5,0.9,1.3,0.3,0.3,0.0,0.5,1.0,3.5,False
Adam Keefe,1992-93,22,ATL,NBA,PF,82,6,18.9,2.3,4.6,.500,0.0,0.0,.000,2.3,4.6,.501,.500,2.0,2.9,.700,2.1,3.2,5.3,1.0,0.7,0.2,1.2,2.4,6.6,False
Ryan Kelly,2013-14,22,LAL,NBA,PF,59,25,22.2,2.7,6.3,.423,0.8,2.4,.338,1.8,3.9,.476,.488,1.9,2.3,.815,0.7,3.0,3.7,1.6,0.5,0.8,0.8,2.5,8.0,False
Shawn Kemp,1989-90,20,SEA,NBA,PF,81,1,13.8,2.5,5.2,.479,0.0,0.1,.167,2.5,5.1,.488,.481,1.4,2.0,.736,1.8,2.5,4.3,0.3,0.6,0.9,1.3,2.5,6.5,True
Alec Kessler,1990-91,24,MIA,NBA,C,78,18,16.1,2.6,6.0,.425,0.0,0.1,.000,2.6,5.9,.429,.425,1.1,1.7,.672,1.5,2.8,4.3,0.4,0.2,0.3,1.4,2.4,6.2,False
Viktor Khryapa,2004-05,22,POR,NBA,SF,32,5,16.3,1.7,3.9,.435,0.1,0.3,.364,1.6,3.5,.442,.452,0.7,1.3,.548,0.9,2.5,3.4,0.8,0.6,0.6,1.0,2.5,4.2,False
Jason Kidd,1994-95,21,DAL,NBA,PG,79,79,33.8,4.2,10.8,.385,0.9,3.3,.272,3.3,7.6,.433,.426,2.4,3.5,.698,1.9,3.5,5.4,7.7,1.9,0.3,3.2,1.8,11.7,True
Michael Kidd-Gilchrist,2012-13,19,CHA,NBA,SF,78,77,26.0,3.6,7.9,.458,0.0,0.1,.222,3.6,7.7,.462,.460,1.8,2.4,.749,1.7,4.2,5.8,1.5,0.7,0.9,1.3,2.1,9.0,False
Sean Kilpatrick,2014-15,25,MIN,NBA,SG,4,0,18.0,1.8,5.0,.350,1.0,3.3,.308,0.8,1.8,.429,.450,1.0,1.0,1.000,0.3,1.3,1.5,1.0,0.8,0.0,0.5,0.8,5.5,False
Stan Kimbrough,1989-90,23,DET,NBA,PG,10,0,5.0,0.7,1.6,.438,0.0,0.0,,0.7,1.6,.438,.438,0.2,0.2,1.000,0.4,0.3,0.7,0.5,0.4,0.0,0.4,0.4,1.6,False
Chris King,1993-94,24,SEA,NBA,SF,15,0,5.7,1.3,3.2,.396,0.1,0.5,.286,1.1,2.7,.415,.417,1.0,1.7,.577,0.3,0.7,1.0,0.7,0.3,0.0,0.8,0.8,3.7,False
Rich King,1991-92,22,SEA,NBA,C,40,2,5.3,0.7,1.8,.380,0.0,0.0,.000,0.7,1.8,.386,.380,0.9,1.1,.756,0.5,0.7,1.2,0.3,0.1,0.1,0.5,1.1,2.2,False
Stacey King,1989-90,23,CHI,NBA,PF,82,2,21.7,3.3,6.5,.504,0.0,0.0,.000,3.3,6.5,.505,.504,2.4,3.3,.727,2.1,2.6,4.7,1.1,0.5,0.7,1.5,2.6,8.9,False
Andrei Kirilenko,2001-02,20,UTA,NBA,SF,82,40,26.2,3.5,7.7,.450,0.3,1.2,.250,3.2,6.5,.488,.470,3.5,4.5,.768,1.8,3.1,4.9,1.1,1.4,1.9,1.3,1.9,10.7,True
Kerry Kittles,1996-97,22,NJN,NBA,SG,82,57,36.7,6.2,14.5,.426,1.9,5.1,.377,4.3,9.4,.453,.493,2.1,2.8,.771,1.3,2.6,3.9,3.0,1.9,0.4,1.5,2.0,16.4,False
Linas Kleiza,2005-06,21,DEN,NBA,PF,61,2,8.5,1.3,2.8,.445,0.0,0.2,.154,1.2,2.6,.469,.451,0.9,1.3,.704,0.6,1.3,1.9,0.2,0.2,0.2,0.3,1.4,3.5,False
Brandon Knight,2011-12,20,DET,NBA,PG,66,60,32.3,4.8,11.7,.415,1.6,4.2,.380,3.2,7.5,.434,.483,1.6,2.1,.759,0.5,2.7,3.2,3.8,0.7,0.2,2.6,2.3,12.8,False
Brevin Knight,1997-98,22,CLE,NBA,PG,80,76,31.0,3.3,7.4,.441,0.0,0.1,.000,3.3,7.3,.446,.441,2.5,3.1,.801,0.8,2.3,3.2,8.2,2.5,0.2,2.4,3.4,9.0,False
Negele Knight,1990-91,23,PHO,NBA,PG,64,6,12.4,2.0,4.8,.425,0.1,0.4,.240,2.0,4.4,.442,.435,1.1,1.8,.602,0.3,0.8,1.1,3.0,0.3,0.1,1.2,1.3,5.3,False
Travis Knight,1996-97,22,LAL,NBA,C,71,14,16.3,2.0,3.9,.509,0.0,0.0,,2.0,3.9,.509,.509,0.9,1.4,.620,1.8,2.7,4.5,0.5,0.4,0.8,0.7,2.4,4.8,False
Kyle Korver,2003-04,22,PHI,NBA,SF,74,0,11.9,1.6,4.4,.352,1.1,2.8,.391,0.5,1.6,.283,.476,0.3,0.3,.792,0.4,1.1,1.5,0.5,0.3,0.1,0.6,1.4,4.5,True
Kosta Koufos,2008-09,19,UTA,NBA,C,48,7,11.8,2.0,3.9,.508,0.0,0.0,,2.0,3.9,.508,.508,0.8,1.1,.706,1.0,1.8,2.9,0.4,0.3,0.6,0.5,1.5,4.7,False
Nenad Krstić,2004-05,21,NJN,NBA,PF,75,57,26.2,3.7,7.6,.493,0.0,0.0,.000,3.7,7.6,.495,.493,2.5,3.4,.725,2.1,3.2,5.3,1.0,0.4,0.8,1.5,3.7,10.0,False
Toni Kukoč,1993-94,25,CHI,NBA,SF,75,8,24.1,4.2,9.7,.431,0.4,1.6,.271,3.7,8.1,.462,.453,2.1,2.8,.743,1.3,2.7,4.0,3.4,1.1,0.4,2.2,1.6,10.9,False
Raef LaFrentz,1998-99,22,DEN,NBA,C,12,12,32.3,4.9,10.8,.457,1.0,2.6,.387,3.9,8.2,.480,.504,3.0,4.0,.750,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8,False
Rusty LaRue,1997-98,24,CHI,NBA,PG,14,0,10.0,1.4,3.5,.408,0.3,1.1,.250,1.1,2.4,.485,.449,0.4,0.6,.625,0.1,0.5,0.6,0.4,0.2,0.1,0.4,0.9,3.5,False
Zach LaVine,2014-15,19,MIN,NBA,PG,77,40,24.7,3.7,8.8,.422,0.7,2.2,.341,3.0,6.6,.449,.465,1.9,2.3,.842,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1,False
Skal Labissière,2016-17,20,SAC,NBA,PF,33,12,18.5,3.5,6.6,.537,0.1,0.2,.375,3.5,6.4,.543,.544,1.6,2.2,.703,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8,False
Christian Laettner,1992-93,23,MIN,NBA,PF,81,81,34.9,6.2,13.1,.474,0.0,0.5,.100,6.2,12.6,.489,.476,5.7,6.8,.835,2.1,6.6,8.7,2.8,1.3,1.0,3.4,3.6,18.2,True
Jeremy Lamb,2012-13,20,OKC,NBA,SF,23,0,6.4,1.0,3.0,.353,0.4,1.3,.300,0.7,1.7,.395,.419,0.6,0.6,1.000,0.2,0.6,0.8,0.2,0.1,0.1,0.3,0.6,3.1,False
Carl Landry,2007-08,24,HOU,NBA,PF,42,0,16.9,3.2,5.2,.616,0.0,0.0,.000,3.2,5.2,.619,.616,1.7,2.6,.661,2.3,2.6,4.9,0.5,0.4,0.2,0.6,2.3,8.1,False
Antonio Lang,1994-95,22,PHO,NBA,SF,12,0,4.4,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,0.3,0.3,.750,0.3,0.1,0.3,0.1,0.0,0.2,0.4,0.9,0.9,False
Dan Langhi,2000-01,23,HOU,NBA,SF,33,0,7.3,1.1,3.0,.374,0.0,0.0,.000,1.1,3.0,.378,.374,0.5,0.9,.552,0.4,0.8,1.2,0.1,0.2,0.0,0.2,0.5,2.7,False
Shane Larkin,2013-14,21,DAL,NBA,PG,48,0,10.2,1.1,2.9,.380,0.3,0.8,.316,0.8,2.1,.404,.423,0.3,0.5,.640,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,2.8,False
Joffrey Lauvergne,2014-15,23,DEN,NBA,C,24,1,11.2,1.5,3.7,.404,0.1,0.7,.188,1.4,3.0,.452,.421,0.8,1.2,.643,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,3.9,False
Acie Law,2007-08,23,ATL,NBA,PG,56,6,15.4,1.7,4.2,.401,0.1,0.6,.206,1.6,3.6,.433,.416,0.7,0.9,.792,0.2,0.8,1.0,2.0,0.5,0.0,1.0,1.3,4.2,False
Ty Lawson,2009-10,22,DEN,NBA,PG,65,8,20.3,3.1,6.0,.515,0.5,1.3,.410,2.6,4.7,.544,.559,1.6,2.2,.757,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.4,8.3,False
Jake Layman,2016-17,22,POR,NBA,SF,35,1,7.1,0.7,2.5,.292,0.4,1.5,.255,0.4,1.1,.342,.365,0.4,0.5,.765,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2,False
Caris LeVert,2016-17,22,BRK,NBA,SF,57,26,21.7,3.0,6.7,.450,1.0,3.2,.321,2.0,3.4,.571,.528,1.2,1.6,.720,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,8.2,False
Courtney Lee,2008-09,23,ORL,NBA,SG,77,42,25.2,3.2,7.0,.450,1.1,2.6,.404,2.1,4.4,.478,.526,1.0,1.2,.830,0.2,2.1,2.3,1.2,1.0,0.2,0.9,2.0,8.4,False
David Lee,2005-06,22,NYK,NBA,SF,67,14,16.9,2.0,3.4,.596,0.0,0.0,,2.0,3.4,.596,.596,1.1,1.8,.577,1.6,2.9,4.5,0.6,0.4,0.3,0.8,1.9,5.1,True
Doug Lee,1991-92,27,NJN,NBA,SG,46,0,6.7,1.1,2.5,.431,0.2,0.8,.270,0.9,1.7,.506,.474,0.2,0.4,.526,0.4,0.4,0.8,0.5,0.2,0.0,0.3,0.8,2.6,False
Malcolm Lee,2011-12,21,MIN,NBA,SG,19,0,12.8,1.2,3.1,.390,0.1,0.5,.200,1.1,2.6,.429,.407,0.7,0.9,.824,0.5,0.9,1.4,1.6,0.4,0.2,0.9,1.2,3.3,False
Tim Legler,1989-90,23,PHO,NBA,SG,11,0,7.5,1.0,2.6,.379,0.0,0.1,.000,1.0,2.5,.393,.379,0.5,0.5,1.000,0.4,0.4,0.7,0.5,0.2,0.0,0.4,1.1,2.5,False
Alex Len,2013-14,20,PHO,NBA,C,42,3,8.6,0.8,1.9,.423,0.0,0.0,,0.8,1.9,.423,.423,0.5,0.7,.645,0.9,1.4,2.4,0.1,0.1,0.4,0.6,1.6,2.0,False
Voshon Lenard,1995-96,22,MIA,NBA,SG,30,0,10.8,1.8,4.7,.376,1.2,3.4,.356,0.6,1.3,.425,.504,1.1,1.4,.791,0.4,1.3,1.7,1.0,0.2,0.0,0.8,1.0,5.9,False
Kawhi Leonard,2011-12,20,SAS,NBA,SF,64,39,24.0,3.1,6.3,.493,0.6,1.7,.376,2.5,4.6,.536,.543,1.1,1.4,.773,1.6,3.5,5.1,1.1,1.3,0.4,0.7,1.4,7.9,True
Meyers Leonard,2012-13,20,POR,NBA,C,69,9,17.5,2.2,4.0,.545,0.0,0.1,.429,2.1,3.9,.548,.551,1.0,1.3,.809,1.2,2.5,3.7,0.5,0.2,0.6,0.7,2.4,5.5,False
Jon Leuer,2011-12,22,MIL,NBA,PF,46,12,12.1,2.1,4.2,.508,0.1,0.2,.333,2.0,4.0,.516,.516,0.5,0.6,.750,1.0,1.6,2.6,0.5,0.3,0.4,0.4,1.5,4.7,False
Quincy Lewis,1999-00,22,UTA,NBA,SG,74,0,12.1,1.5,4.0,.372,0.3,0.9,.365,1.2,3.2,.374,.411,0.5,0.7,.731,0.6,0.9,1.5,0.5,0.3,0.2,0.6,2.1,3.8,False
Rashard Lewis,1998-99,19,SEA,NBA,SF,20,7,7.3,1.0,2.6,.365,0.1,0.3,.167,0.9,2.3,.391,.375,0.4,0.7,.571,0.7,0.6,1.3,0.2,0.4,0.1,1.0,1.0,2.4,True
Marcus Liberty,1990-91,22,DEN,NBA,SF,76,18,15.4,2.8,6.8,.421,0.2,0.8,.298,2.6,6.0,.436,.438,0.8,1.2,.630,1.5,1.4,2.9,0.8,0.6,0.3,0.9,2.0,6.7,False
Todd Lichti,1989-90,23,DEN,NBA,SG,79,4,16.8,3.2,6.5,.486,0.0,0.2,.000,3.2,6.3,.500,.486,1.6,2.2,.747,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1.8,8.0,False
DeAndre Liggins,2011-12,23,ORL,NBA,SF,17,0,6.8,0.7,1.5,.480,0.0,0.2,.000,0.7,1.2,.571,.480,0.5,1.1,.474,0.4,0.5,0.9,0.3,0.4,0.0,0.6,0.4,1.9,False
Damian Lillard,2012-13,22,POR,NBA,PG,82,82,38.6,6.7,15.7,.429,2.3,6.1,.368,4.5,9.6,.469,.501,3.3,3.9,.844,0.5,2.6,3.1,6.5,0.9,0.2,3.0,2.1,19.0,True
Jeremy Lin,2010-11,22,GSW,NBA,PG,29,0,9.8,1.0,2.5,.389,0.0,0.2,.200,0.9,2.3,.403,.396,0.7,0.9,.760,0.4,0.8,1.2,1.4,1.1,0.3,0.6,1.1,2.6,False
Randy Livingston,1996-97,21,HOU,NBA,PG,64,0,15.3,1.6,3.6,.437,0.1,0.3,.409,1.4,3.2,.440,.456,0.7,1.0,.646,0.5,1.0,1.5,2.4,0.6,0.2,1.6,1.7,3.9,False
Shaun Livingston,2004-05,19,LAC,NBA,PG,30,15,27.1,3.0,7.2,.414,0.0,0.1,.000,3.0,7.1,.418,.414,1.5,2.0,.746,0.7,2.2,3.0,5.0,1.1,0.4,2.5,2.7,7.4,False
Luc Longley,1991-92,23,MIN,NBA,C,66,3,15.0,1.7,3.8,.458,0.0,0.0,,1.7,3.8,.458,.458,0.8,1.2,.663,1.0,2.9,3.9,0.8,0.5,1.0,1.3,2.4,4.3,False
Kevon Looney,2015-16,19,GSW,NBA,PF,5,0,4.2,0.8,1.4,.571,0.2,0.4,.500,0.6,1.0,.600,.643,0.0,0.0,,0.8,1.2,2.0,0.0,0.0,0.0,0.2,0.4,1.8,False
Brook Lopez,2008-09,20,NJN,NBA,C,82,75,30.5,5.5,10.3,.531,0.0,0.0,.000,5.5,10.3,.532,.531,2.1,2.6,.793,2.7,5.4,8.1,1.0,0.5,1.8,1.8,3.1,13.0,True
Felipe López,1998-99,24,VAN,NBA,SG,47,32,25.9,3.6,8.1,.446,0.3,0.9,.273,3.3,7.1,.469,.462,1.9,2.9,.644,1.5,2.1,3.5,1.3,1.0,0.3,1.7,2.7,9.3,False
Robin Lopez,2008-09,20,PHO,NBA,C,60,7,10.2,1.2,2.3,.518,0.0,0.0,.000,1.2,2.3,.522,.518,0.8,1.1,.691,0.9,1.1,2.0,0.1,0.2,0.7,0.5,1.6,3.2,False
Kevin Love,2008-09,20,MIN,NBA,C,81,37,25.3,3.9,8.5,.459,0.0,0.2,.105,3.9,8.3,.469,.461,3.3,4.1,.789,3.4,5.7,9.1,1.0,0.4,0.6,1.5,2.5,11.1,True
Kyle Lowry,2006-07,20,MEM,NBA,PG,10,0,17.5,1.4,3.8,.368,0.3,0.8,.375,1.1,3.0,.367,.408,2.5,2.8,.893,1.2,1.9,3.1,3.2,1.4,0.1,1.2,2.0,5.6,True
Kalin Lucas,2014-15,25,MEM,NBA,PG,1,0,6.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
John Lucas III,2005-06,23,HOU,NBA,PG,13,0,8.2,1.1,2.8,.389,0.2,0.7,.222,0.9,2.1,.444,.417,0.0,0.0,,0.2,0.2,0.4,0.9,0.4,0.0,0.5,0.5,2.3,False
Tyronn Lue,1998-99,21,LAL,NBA,PG,15,0,12.5,1.9,4.3,.431,0.5,1.1,.438,1.4,3.3,.429,.485,0.8,1.4,.571,0.1,0.3,0.4,1.7,0.3,0.0,0.7,1.9,5.0,False
Timothé Luwawu-Cabarrot,2016-17,21,PHI,NBA,SF,69,19,17.2,2.1,5.2,.402,0.7,2.3,.311,1.4,2.9,.475,.471,1.5,1.8,.854,0.4,1.8,2.2,1.1,0.5,0.1,1.1,2.2,6.4,False
Trey Lyles,2015-16,20,UTA,NBA,PF,80,33,17.3,2.4,5.5,.438,0.6,1.6,.383,1.8,3.9,.461,.494,0.7,1.0,.695,0.7,3.0,3.7,0.7,0.3,0.2,0.8,1.4,6.1,False
George Lynch,1993-94,23,LAL,NBA,SF,71,46,24.8,4.1,8.1,.508,0.0,0.1,.000,4.1,8.0,.512,.508,1.4,2.3,.596,3.1,2.7,5.8,1.4,1.4,0.4,1.2,2.5,9.6,False
Todd MacCulloch,1999-00,24,PHI,NBA,C,56,6,9.4,1.6,2.9,.553,0.0,0.0,,1.6,2.9,.553,.553,0.5,1.0,.519,0.9,1.8,2.6,0.2,0.2,0.7,0.5,1.7,3.7,False
Don MacLean,1992-93,23,WSB,NBA,PF,62,4,10.9,2.5,5.8,.435,0.0,0.1,.500,2.5,5.7,.434,.439,1.5,1.8,.811,0.5,1.4,2.0,0.6,0.2,0.1,0.7,1.3,6.6,False
Scott Machado,2012-13,22,HOU,NBA,PG,6,0,3.5,0.5,1.0,.500,0.0,0.2,.000,0.5,0.8,.600,.500,0.3,0.3,1.000,0.0,0.2,0.2,1.0,0.3,0.0,1.3,0.0,1.3,False
Sam Mack,1992-93,22,SAS,NBA,SF,40,0,6.7,1.2,3.0,.398,0.1,0.6,.136,1.1,2.4,.458,.411,1.1,1.5,.776,0.5,0.8,1.2,0.4,0.4,0.1,0.6,1.1,3.6,False
Shelvin Mack,2011-12,21,WAS,NBA,PG,64,0,12.2,1.4,3.4,.400,0.2,0.7,.286,1.2,2.8,.427,.427,0.7,0.9,.712,0.2,1.3,1.4,2.0,0.4,0.0,0.8,0.8,3.6,False
Mark Macon,1991-92,22,DEN,NBA,SG,76,67,30.3,4.4,11.7,.375,0.1,0.4,.133,4.3,11.3,.383,.377,1.8,2.4,.730,1.1,1.8,2.9,2.2,2.0,0.2,2.0,3.2,10.6,False
Gerald Madkins,1993-94,24,CLE,NBA,SG,22,0,6.8,0.5,1.4,.355,0.2,0.7,.333,0.3,0.7,.375,.435,0.4,0.5,.800,0.0,0.5,0.5,0.9,0.4,0.0,0.6,0.7,1.6,False
Mark Madsen,2000-01,25,LAL,NBA,PF,70,3,9.2,0.8,1.6,.487,0.0,0.0,1.000,0.8,1.6,.482,.491,0.4,0.5,.703,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1.6,2.0,False
Corey Maggette,1999-00,20,ORL,NBA,SF,77,5,17.8,2.9,6.1,.478,0.0,0.1,.182,2.9,5.9,.485,.480,2.5,3.4,.751,1.6,2.3,3.9,0.8,0.3,0.3,1.8,2.2,8.4,False
Jamaal Magloire,2000-01,22,CHH,NBA,C,74,0,14.8,1.6,3.7,.450,0.0,0.0,.000,1.6,3.6,.454,.450,1.3,2.0,.655,1.4,2.6,4.0,0.4,0.2,1.1,0.8,1.9,4.6,True
Ian Mahinmi,2007-08,21,SAS,NBA,C,6,0,3.8,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,1.5,1.5,1.000,0.0,0.8,0.8,0.2,0.0,0.7,0.3,0.7,3.5,False
Thon Maker,2016-17,19,MIL,NBA,C,57,34,9.9,1.5,3.2,.459,0.5,1.3,.378,1.0,1.9,.514,.536,0.6,0.9,.653,0.7,1.3,2.0,0.4,0.2,0.5,0.3,1.5,4.0,False
Matt Maloney,1996-97,25,HOU,NBA,PG,82,82,29.1,3.3,7.5,.441,1.9,4.6,.404,1.4,2.9,.500,.566,0.9,1.1,.763,0.2,1.7,2.0,3.7,1.0,0.0,1.5,1.5,9.4,False
Roy Marble,1989-90,23,ATL,NBA,SG,24,0,6.8,0.7,2.4,.276,0.0,0.1,.000,0.7,2.3,.286,.276,0.8,1.2,.655,0.6,0.4,1.0,0.5,0.3,0.0,0.6,0.7,2.1,False
Stephon Marbury,1996-97,19,MIN,NBA,PG,67,64,34.7,5.3,13.0,.408,1.5,4.3,.354,3.8,8.7,.434,.466,3.7,5.0,.727,0.8,1.9,2.7,7.8,1.0,0.3,3.1,2.4,15.8,True
Šarūnas Marčiulionis,1989-90,25,GSW,NBA,SG,75,3,22.6,3.9,7.4,.519,0.1,0.5,.256,3.7,6.9,.539,.528,4.2,5.4,.787,1.1,1.8,2.9,1.6,1.3,0.1,1.8,3.1,12.1,False
Shawn Marion,1999-00,21,PHO,NBA,SF,51,38,24.7,4.4,9.2,.471,0.1,0.4,.182,4.3,8.8,.486,.476,1.4,1.7,.847,2.1,4.5,6.5,1.4,0.7,1.0,1.0,2.2,10.2,True
Boban Marjanović,2015-16,27,SAS,NBA,C,54,4,9.4,1.9,3.2,.603,0.0,0.0,,1.9,3.2,.603,.603,1.6,2.1,.763,1.4,2.2,3.6,0.4,0.2,0.4,0.5,1.0,5.5,False
Sean Marks,1998-99,23,TOR,NBA,PF,8,0,3.5,0.6,1.0,.625,0.0,0.0,,0.6,1.0,.625,.625,0.1,0.3,.500,0.0,0.1,0.1,0.0,0.1,0.0,0.4,0.4,1.4,False
