Name,Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,AS
Andrew Bogut,2005-06,21,MIL,NBA,PF,82,77,28.6,3.9,7.4,.533,0.0,0.0,.000,3.9,7.4,.536,.533,1.5,2.4,.629,2.3,4.7,7.0,2.3,0.6,0.8,1.5,3.2,9.4,False
Etdrick Bohannon,1997-98,24,IND,NBA,PF,5,0,2.2,0.0,0.8,.000,0.0,0.0,,0.0,0.8,.000,.000,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.4,0.6,0.6,0.0,False
Anthony Bonner,1990-91,22,SAC,NBA,PF,34,6,22.1,3.0,6.8,.448,0.0,0.0,,3.0,6.8,.448,.448,1.3,2.2,.579,1.7,3.0,4.7,1.4,1.1,0.1,1.2,1.8,7.4,False
Matt Bonner,2004-05,24,TOR,NBA,C,82,0,18.9,3.0,5.6,.533,0.5,1.1,.424,2.5,4.5,.561,.576,0.7,0.9,.789,1.3,2.2,3.5,0.6,0.5,0.2,0.5,2.7,7.2,False
Devin Booker,2015-16,19,PHO,NBA,SG,76,51,27.7,4.8,11.4,.423,1.3,3.8,.343,3.5,7.6,.464,.480,2.8,3.4,.840,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3.0,13.8,True
Trevor Booker,2010-11,23,WAS,NBA,PF,65,14,16.4,2.1,3.9,.549,0.0,0.0,.000,2.1,3.9,.552,.549,1.0,1.6,.673,1.5,2.4,3.9,0.5,0.4,0.6,0.6,1.8,5.3,False
Josh Boone,2006-07,22,NJN,NBA,PF,61,0,11.0,1.6,2.8,.579,0.0,0.0,,1.6,2.8,.579,.579,0.9,1.7,.544,1.0,1.8,2.9,0.2,0.2,0.3,0.5,1.5,4.2,False
Calvin Booth,1999-00,23,WAS,NBA,C,11,0,13.0,1.5,4.2,.348,0.0,0.0,,1.5,4.2,.348,.348,0.9,1.3,.714,1.4,1.5,2.9,0.6,0.3,1.3,0.5,2.1,3.8,False
Carlos Boozer,2002-03,21,CLE,NBA,PF,81,54,25.3,4.1,7.6,.536,0.0,0.0,.000,4.1,7.6,.536,.536,1.8,2.4,.771,2.5,5.0,7.5,1.3,0.7,0.6,1.3,2.8,10.0,True
Chris Bosh,2003-04,19,TOR,NBA,C,75,63,33.5,4.4,9.5,.459,0.1,0.2,.357,4.3,9.3,.461,.463,2.7,3.8,.701,2.5,4.9,7.4,1.0,0.8,1.4,1.4,2.9,11.5,True
Bruce Bowen,1996-97,25,MIA,NBA,SF,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
Ryan Bowen,1999-00,24,DEN,NBA,SF,52,0,11.3,0.9,2.3,.393,0.0,0.2,.111,0.9,2.1,.417,.397,0.7,1.0,.717,1.4,0.8,2.2,0.4,0.8,0.3,0.3,1.8,2.5,False
Earl Boykins,1998-99,22,TOT,NBA,PG,22,0,10.0,1.4,3.6,.380,0.1,0.8,.167,1.2,2.8,.443,.399,0.1,0.1,.667,0.3,0.5,0.8,1.5,0.3,0.0,0.9,0.9,3.0,False
Avery Bradley,2010-11,20,BOS,NBA,PG,31,0,5.2,0.7,2.2,.343,0.0,0.2,.000,0.7,2.0,.371,.343,0.2,0.4,.500,0.1,0.4,0.5,0.4,0.3,0.0,0.5,0.6,1.7,False
Michael Bradley,2001-02,22,TOR,NBA,PF,26,0,4.5,0.5,1.0,.520,0.0,0.1,.000,0.5,0.9,.565,.520,0.2,0.3,.500,0.3,0.7,0.9,0.1,0.0,0.2,0.2,0.4,1.2,False
Shawn Bradley,1993-94,21,PHI,NBA,C,49,45,28.3,4.1,10.0,.409,0.0,0.1,.000,4.1,10.0,.412,.409,2.1,3.4,.607,2.0,4.2,6.2,2.0,0.9,3.0,3.0,3.5,10.3,False
Elton Brand,1999-00,20,CHI,NBA,PF,81,80,37.0,7.8,16.1,.482,0.0,0.0,.000,7.8,16.1,.483,.482,4.5,6.6,.685,4.3,5.7,10.0,1.9,0.8,1.6,2.8,3.2,20.1,True
Terrell Brandon,1991-92,21,CLE,NBA,PG,82,9,19.6,3.1,7.3,.419,0.0,0.3,.043,3.1,7.0,.434,.420,1.2,1.5,.806,0.6,1.4,2.0,3.9,1.0,0.3,1.7,1.3,7.4,True
Tim Breaux,1994-95,24,HOU,NBA,SF,42,2,8.1,1.1,2.9,.372,0.1,0.6,.240,0.9,2.3,.406,.397,0.8,1.2,.653,0.4,0.4,0.8,0.4,0.3,0.1,0.4,0.6,3.0,False
Corey Brewer,2007-08,21,MIN,NBA,SF,79,35,22.8,2.3,6.2,.374,0.1,0.5,.194,2.2,5.7,.389,.382,1.1,1.4,.800,1.0,2.7,3.7,1.4,1.0,0.3,1.1,2.4,5.8,False
Jamison Brewer,2001-02,21,IND,NBA,SG,13,0,3.3,0.2,0.4,.400,0.0,0.1,.000,0.2,0.3,.500,.400,0.0,0.0,,0.2,0.5,0.6,0.7,0.2,0.0,0.2,0.2,0.3,False
Ronnie Brewer,2006-07,21,UTA,NBA,SG,56,14,12.1,1.8,3.4,.528,0.0,0.2,.000,1.8,3.3,.554,.528,1.0,1.5,.675,0.7,0.7,1.3,0.4,0.7,0.1,0.4,0.8,4.6,False
Primož Brezec,2001-02,22,IND,NBA,C,22,4,7.3,0.6,1.3,.483,0.0,0.0,,0.6,1.3,.483,.483,0.7,1.1,.600,0.7,0.5,1.3,0.3,0.0,0.3,0.3,1.3,2.0,False
Malcolm Brogdon,2016-17,24,MIL,NBA,SG,75,28,26.4,3.9,8.5,.457,1.0,2.6,.404,2.8,5.9,.480,.518,1.5,1.7,.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,False
Aaron Brooks,2007-08,23,HOU,NBA,PG,51,0,11.9,1.8,4.4,.413,0.7,2.1,.330,1.1,2.3,.491,.493,0.8,1.0,.857,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1.4,5.2,False
MarShon Brooks,2011-12,23,NJN,NBA,SG,56,47,29.4,4.9,11.4,.428,0.8,2.7,.313,4.1,8.8,.463,.465,2.0,2.6,.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6,False
Bobby Brown,2008-09,24,TOT,NBA,SG-PG,68,2,13.7,2.1,5.3,.392,0.7,1.9,.346,1.4,3.4,.417,.454,0.5,0.6,.791,0.2,0.6,0.8,1.7,0.3,0.0,0.9,1.4,5.3,False
Chucky Brown,1989-90,21,CLE,NBA,SF,75,35,17.9,2.8,6.0,.470,0.0,0.1,.000,2.8,5.9,.477,.470,1.7,2.2,.762,1.1,2.0,3.1,0.7,0.4,0.3,0.9,2.0,7.3,False
Damone Brown,2001-02,22,PHI,NBA,SF,17,0,3.9,0.5,1.2,.381,0.0,0.1,.000,0.5,1.2,.400,.381,0.4,0.5,.875,0.1,0.1,0.2,0.1,0.1,0.1,0.5,0.6,1.4,False
Dee Brown,1990-91,22,BOS,NBA,PG,82,5,23.7,3.5,7.5,.464,0.1,0.4,.206,3.4,7.0,.479,.470,1.7,1.9,.873,0.5,1.7,2.2,4.2,1.0,0.2,1.7,2.0,8.7,False
Devin Brown,2002-03,24,TOT,NBA,SG,10,2,9.3,1.2,3.5,.343,0.0,0.1,.000,1.2,3.4,.353,.343,0.6,0.8,.750,0.8,1.0,1.8,0.7,0.4,0.1,0.9,1.4,3.0,False
Jaylen Brown,2016-17,20,BOS,NBA,SF,78,20,17.2,2.5,5.4,.454,0.6,1.7,.341,1.9,3.7,.507,.508,1.1,1.6,.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6,False
Kedrick Brown,2001-02,20,BOS,NBA,SF,29,5,8.4,0.8,2.4,.329,0.2,0.9,.185,0.6,1.5,.419,.364,0.4,0.7,.600,0.4,1.3,1.7,0.5,0.6,0.2,0.2,0.6,2.2,False
Kwame Brown,2001-02,19,WAS,NBA,PF,57,3,14.3,1.6,4.3,.387,0.0,0.0,.000,1.6,4.2,.388,.387,1.2,1.7,.707,1.1,2.4,3.5,0.8,0.3,0.5,0.8,1.8,4.5,False
Lorenzo Brown,2013-14,23,PHI,NBA,PG,26,0,8.6,1.0,3.3,.302,0.1,1.2,.100,0.9,2.2,.411,.320,0.3,0.5,.692,0.3,0.8,1.1,1.6,0.5,0.1,0.6,0.7,2.5,False
Marcus Brown,1996-97,22,POR,NBA,PG,21,0,8.8,1.3,3.3,.400,0.6,1.5,.406,0.7,1.8,.395,.493,0.6,0.9,.684,0.2,0.5,0.7,1.0,0.4,0.1,0.6,1.2,3.9,False
Markel Brown,2014-15,23,BRK,NBA,SG,47,29,16.6,1.6,4.5,.362,0.4,1.4,.266,1.3,3.1,.404,.402,1.0,1.2,.825,0.3,1.9,2.3,0.8,0.7,0.3,0.6,1.2,4.6,False
P.J. Brown,1993-94,24,NJN,NBA,C,79,54,24.7,2.1,5.1,.415,0.0,0.1,.167,2.1,5.0,.419,.417,1.5,1.9,.757,2.4,3.9,6.2,1.2,0.9,1.2,0.9,2.2,5.7,False
Randy Brown,1991-92,23,SAC,NBA,PG,56,0,9.6,1.4,3.0,.456,0.0,0.1,.000,1.4,2.9,.472,.456,0.7,1.0,.655,0.5,0.8,1.2,1.1,0.6,0.2,0.8,1.2,3.4,False
Shannon Brown,2006-07,21,CLE,NBA,SG,23,5,8.8,1.2,3.2,.378,0.3,1.1,.280,0.9,2.1,.429,.426,0.4,0.6,.714,0.3,0.7,0.9,0.4,0.3,0.1,0.6,1.0,3.2,False
Tierre Brown,2001-02,22,HOU,NBA,SG,40,1,10.1,1.2,2.9,.426,0.1,0.3,.333,1.1,2.6,.437,.443,0.5,0.7,.750,0.3,0.8,1.1,1.8,0.5,0.1,1.0,0.7,3.1,False
Rick Brunson,1997-98,25,POR,NBA,PG,38,10,16.4,1.3,3.7,.348,0.6,1.6,.361,0.7,2.1,.338,.426,1.1,1.6,.677,0.4,1.1,1.5,2.6,0.7,0.1,1.4,1.4,4.3,False
Kobe Bryant,1996-97,18,LAL,NBA,SF,71,6,15.5,2.5,5.9,.417,0.7,1.9,.375,1.8,4.0,.437,.477,1.9,2.3,.819,0.7,1.2,1.9,1.3,0.7,0.3,1.6,1.4,7.6,True
Greg Buckner,1999-00,23,DAL,NBA,SG,48,1,19.2,2.3,4.9,.476,0.2,0.5,.385,2.1,4.3,.488,.498,0.9,1.3,.683,1.2,2.5,3.6,1.1,0.8,0.4,0.8,3.1,5.7,False
Chase Budinger,2009-10,21,HOU,NBA,SF,74,4,20.1,3.4,7.6,.441,1.2,3.4,.369,2.1,4.3,.497,.522,0.9,1.2,.770,0.5,2.5,3.0,1.2,0.5,0.1,0.6,1.1,8.9,False
Jud Buechler,1990-91,22,NJN,NBA,SF,74,10,11.6,1.3,3.1,.416,0.0,0.1,.250,1.3,3.0,.419,.418,0.6,0.9,.652,0.8,1.1,1.9,0.7,0.4,0.2,0.4,1.1,3.1,False
Rodney Buford,1999-00,22,MIA,NBA,SG,34,0,11.4,1.8,4.4,.411,0.2,0.9,.241,1.6,3.6,.451,.434,0.5,0.6,.727,0.3,1.1,1.4,0.6,0.3,0.2,0.3,1.3,4.3,False
Matt Bullard,1990-91,23,HOU,NBA,PF,18,0,3.5,0.8,1.7,.452,0.0,0.2,.000,0.8,1.6,.500,.452,0.6,0.9,.647,0.3,0.4,0.8,0.1,0.2,0.0,0.2,0.6,2.2,False
Reggie Bullock,2013-14,22,LAC,NBA,SF,43,0,9.2,1.0,2.8,.355,0.5,1.7,.301,0.5,1.1,.438,.446,0.2,0.2,.778,0.3,1.0,1.3,0.3,0.2,0.0,0.3,0.6,2.7,False
Pat Burke,2002-03,29,ORL,NBA,C,62,8,12.6,1.8,4.8,.382,0.0,0.1,.143,1.8,4.7,.388,.383,0.6,0.9,.690,0.9,1.4,2.4,0.4,0.3,0.4,0.8,1.6,4.3,False
Trey Burke,2013-14,21,UTA,NBA,PG,70,68,32.3,4.9,12.8,.380,1.6,4.8,.330,3.3,8.0,.410,.442,1.5,1.6,.903,0.5,2.4,3.0,5.7,0.6,0.1,1.9,2.1,12.8,False
Alec Burks,2011-12,20,UTA,NBA,SG,59,0,15.9,2.6,6.1,.429,0.3,0.8,.333,2.3,5.3,.442,.450,1.8,2.4,.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2,False
Scott Burrell,1993-94,23,CHH,NBA,SF,51,16,15.0,1.9,4.6,.419,0.0,0.1,.333,1.9,4.5,.421,.423,0.9,1.4,.657,0.9,1.7,2.6,1.2,0.7,0.3,0.9,1.7,4.8,False
Willie Burton,1990-91,22,MIA,NBA,SF,76,26,25.4,4.5,10.2,.441,0.1,0.4,.133,4.4,9.8,.454,.444,3.0,3.9,.782,1.5,2.0,3.4,1.4,0.9,0.3,1.9,3.6,12.0,False
Caron Butler,2002-03,22,MIA,NBA,SF,78,78,36.6,5.5,13.2,.416,0.4,1.4,.318,5.1,11.9,.427,.432,4.0,4.8,.824,1.7,3.4,5.1,2.7,1.8,0.4,2.5,2.9,15.4,True
Jimmy Butler,2011-12,22,CHI,NBA,SG,42,0,8.5,0.8,1.9,.405,0.0,0.3,.182,0.7,1.6,.441,.418,1.0,1.3,.768,0.5,0.8,1.3,0.3,0.3,0.1,0.3,0.5,2.6,True
Mitchell Butler,1993-94,23,WSB,NBA,SG,75,19,17.6,2.8,5.6,.495,0.0,0.1,.000,2.8,5.5,.501,.495,1.4,2.4,.578,1.4,1.6,3.0,1.0,0.7,0.3,1.2,1.7,6.9,False
Rasual Butler,2002-03,23,MIA,NBA,SG,72,28,21.0,2.9,7.9,.362,0.7,2.4,.292,2.2,5.6,.392,.406,1.1,1.4,.731,0.4,2.2,2.6,1.3,0.3,0.6,1.1,1.5,7.5,False
Dwight Buycks,2013-14,24,TOR,NBA,PG,14,0,10.4,1.1,3.4,.313,0.4,1.2,.294,0.7,2.2,.323,.365,0.6,0.6,.889,0.3,1.4,1.6,0.7,0.6,0.0,0.7,0.8,3.1,False
Andrew Bynum,2005-06,18,LAL,NBA,C,46,0,7.3,0.7,1.8,.402,0.0,0.0,,0.7,1.8,.402,.402,0.2,0.6,.296,0.7,1.0,1.7,0.2,0.1,0.5,0.4,1.2,1.6,True
Will Bynum,2005-06,23,GSW,NBA,PG,15,0,10.8,1.4,3.5,.404,0.1,0.6,.222,1.3,2.9,.442,.423,0.7,1.1,.625,0.2,0.6,0.8,1.3,0.5,0.0,0.9,0.7,3.6,False
Bruno Caboclo,2014-15,19,TOR,NBA,SF,8,0,2.9,0.5,1.5,.333,0.3,0.4,.667,0.3,1.1,.222,.417,0.0,0.0,,0.1,0.1,0.3,0.0,0.0,0.1,0.5,0.4,1.3,False
Jason Caffey,1995-96,22,CHI,NBA,PF,57,0,9.6,1.2,2.8,.438,0.0,0.0,.000,1.2,2.8,.441,.438,0.7,1.2,.588,0.9,1.1,1.9,0.4,0.2,0.1,0.8,1.6,3.2,False
José Calderón,2005-06,24,TOR,NBA,SG,64,11,23.2,2.1,4.9,.423,0.1,0.7,.163,2.0,4.2,.465,.434,1.2,1.4,.848,0.5,1.7,2.2,4.5,0.7,0.1,1.6,1.5,5.5,False
Adrian Caldwell,1989-90,23,HOU,NBA,PF,51,0,6.5,0.8,1.5,.553,0.0,0.0,,0.8,1.5,.553,.553,0.3,0.5,.464,0.7,1.4,2.1,0.1,0.2,0.4,0.6,1.4,1.9,False
Kentavious Caldwell-Pope,2013-14,20,DET,NBA,SG,80,41,19.8,2.3,5.8,.396,0.7,2.3,.319,1.5,3.4,.447,.460,0.6,0.8,.770,0.5,1.5,2.0,0.7,0.9,0.2,0.4,1.8,5.9,False
Marcus Camby,1996-97,22,TOR,NBA,C,63,38,30.1,6.0,12.3,.482,0.0,0.2,.143,5.9,12.1,.488,.483,2.9,4.2,.693,2.1,4.2,6.3,1.5,1.0,2.1,2.1,3.4,14.8,False
Elden Campbell,1990-91,22,LAL,NBA,PF,52,0,7.3,1.1,2.4,.455,0.0,0.0,,1.1,2.4,.455,.455,0.6,0.9,.653,0.8,1.1,1.8,0.2,0.2,0.7,0.3,1.4,2.8,False
Isaiah Canaan,2013-14,22,HOU,NBA,PG,22,0,11.5,1.4,4.0,.356,0.8,2.5,.327,0.6,1.5,.406,.460,1.0,1.3,.724,0.3,0.8,1.1,1.0,0.4,0.2,1.0,1.1,4.6,False
Clint Capela,2014-15,20,HOU,NBA,C,12,0,7.5,1.2,2.4,.483,0.0,0.0,,1.2,2.4,.483,.483,0.3,1.9,.174,0.8,2.2,3.0,0.2,0.1,0.8,0.4,1.2,2.7,False
Brian Cardinal,2000-01,23,DET,NBA,PF,15,0,8.4,0.7,2.1,.323,0.0,0.3,.000,0.7,1.7,.385,.323,0.7,1.2,.611,0.5,1.0,1.5,0.2,0.5,0.1,0.6,1.8,2.1,False
Rodney Carney,2006-07,22,PHI,NBA,SF,67,35,17.4,2.7,5.9,.464,0.4,1.1,.347,2.3,4.8,.491,.496,0.8,1.3,.609,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1.8,6.6,False
Chris Carr,1995-96,21,PHO,NBA,SG,60,10,9.8,1.5,3.6,.415,0.2,0.7,.262,1.3,2.9,.451,.440,0.8,1.0,.817,0.5,1.3,1.7,0.7,0.2,0.1,0.7,1.3,4.0,False
DeMarre Carroll,2009-10,23,MEM,NBA,SF,71,1,11.2,1.2,3.1,.396,0.0,0.1,.000,1.2,3.0,.407,.396,0.5,0.7,.623,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1.5,2.9,False
Matt Carroll,2003-04,23,TOT,NBA,SG,16,0,4.4,0.4,1.0,.438,0.1,0.2,.333,0.4,0.8,.462,.469,0.3,0.4,.667,0.1,0.3,0.4,0.1,0.1,0.0,0.4,0.5,1.2,False
Anthony Carter,1999-00,24,MIA,NBA,PG,79,30,23.5,2.5,6.4,.395,0.0,0.3,.130,2.5,6.2,.407,.398,1.2,1.6,.750,0.6,1.9,2.5,4.8,1.2,0.1,2.2,2.1,6.3,False
Vince Carter,1998-99,22,TOR,NBA,SF,50,49,35.2,6.9,15.3,.450,0.4,1.3,.288,6.5,14.0,.466,.463,4.1,5.4,.761,1.9,3.8,5.7,3.0,1.1,1.5,2.2,2.8,18.3,True
Michael Carter-Williams,2013-14,22,PHI,NBA,PG,70,70,34.5,6.1,15.1,.405,0.8,3.0,.264,5.3,12.1,.440,.431,3.7,5.2,.703,1.4,4.8,6.2,6.3,1.9,0.6,3.5,3.0,16.7,False
Sam Cassell,1993-94,24,HOU,NBA,PG,66,6,17.0,2.5,5.9,.418,0.4,1.3,.295,2.1,4.5,.453,.451,1.4,1.6,.841,0.4,1.7,2.0,2.9,0.9,0.1,1.4,2.1,6.7,True
Omri Casspi,2009-10,21,SAC,NBA,SF,77,31,25.1,3.9,8.7,.446,1.0,2.6,.369,2.9,6.1,.480,.502,1.5,2.3,.672,1.0,3.6,4.5,1.2,0.7,0.2,1.3,1.6,10.3,False
Kelvin Cato,1997-98,23,POR,NBA,C,74,8,13.6,1.3,3.1,.428,0.0,0.0,.000,1.3,3.1,.434,.428,1.2,1.7,.688,1.2,2.2,3.4,0.3,0.4,1.3,0.6,2.2,3.8,False
Willie Cauley-Stein,2015-16,22,SAC,NBA,C,66,39,21.4,2.9,5.1,.563,0.0,0.0,.000,2.9,5.1,.567,.563,1.2,1.9,.648,2.0,3.3,5.3,0.6,0.7,1.0,0.7,2.2,7.0,False
Duane Causwell,1990-91,22,SAC,NBA,C,76,55,22.6,2.8,5.4,.508,0.0,0.0,,2.8,5.4,.508,.508,1.4,2.2,.636,1.9,3.3,5.1,0.9,0.6,1.9,1.3,3.0,6.9,False
Cedric Ceballos,1990-91,21,PHO,NBA,SF,63,0,11.6,3.2,6.7,.487,0.0,0.1,.167,3.2,6.6,.492,.488,1.7,2.6,.663,1.2,1.2,2.4,0.6,0.3,0.1,1.1,1.1,8.2,True
Mario Chalmers,2008-09,22,MIA,NBA,PG,82,82,32.0,3.4,8.1,.420,1.4,3.8,.367,2.0,4.3,.467,.506,1.8,2.4,.767,0.5,2.3,2.8,4.9,2.0,0.1,2.0,2.9,10.0,False
Tyson Chandler,2001-02,19,CHI,NBA,C,71,31,19.6,2.1,4.3,.497,0.0,0.0,,2.1,4.3,.497,.497,1.9,3.1,.604,1.6,3.2,4.8,0.8,0.4,1.3,1.4,2.5,6.1,True
Wilson Chandler,2007-08,20,NYK,NBA,SF,35,16,19.6,3.0,6.9,.438,0.3,0.9,.300,2.8,6.1,.458,.457,1.0,1.5,.630,1.1,2.5,3.6,0.9,0.4,0.5,0.8,2.4,7.3,False
Calbert Cheaney,1993-94,22,WSB,NBA,SG,65,21,24.7,5.0,10.7,.470,0.0,0.4,.043,5.0,10.4,.484,.471,1.9,2.5,.770,1.4,1.6,2.9,1.9,1.0,0.2,1.7,2.3,12.0,False
Pete Chilcutt,1991-92,23,SAC,NBA,PF,69,2,11.8,1.6,3.6,.452,0.0,0.0,1.000,1.6,3.6,.448,.456,0.3,0.4,.821,1.1,1.6,2.7,0.6,0.5,0.2,0.6,1.0,3.6,False
Josh Childress,2004-05,21,ATL,NBA,SG,80,44,29.7,3.8,8.0,.470,0.2,0.7,.232,3.6,7.3,.493,.481,2.4,2.9,.823,2.4,3.6,6.0,1.9,0.9,0.4,1.3,2.3,10.1,False
Chris Childs,1994-95,27,NJN,NBA,PG,53,11,19.3,2.0,5.3,.380,0.8,2.4,.328,1.2,2.9,.422,.453,1.0,1.4,.753,0.3,1.0,1.3,4.1,0.8,0.1,1.4,2.2,5.8,False
Marquese Chriss,2016-17,19,PHO,NBA,PF,82,75,21.3,3.5,7.7,.449,0.9,2.7,.321,2.6,5.0,.520,.506,1.4,2.2,.624,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,9.2,False
Doug Christie,1992-93,22,LAL,NBA,SG,23,0,14.4,2.0,4.6,.425,0.1,0.5,.167,1.9,4.1,.457,.434,2.2,2.9,.758,1.0,1.2,2.2,2.3,1.0,0.2,2.2,2.3,6.2,False
Earl Clark,2009-10,22,PHO,NBA,PF,51,0,7.5,1.1,3.0,.371,0.0,0.1,.400,1.1,2.9,.370,.377,0.5,0.7,.722,0.4,0.9,1.2,0.4,0.1,0.3,0.5,0.5,2.7,False
Ian Clark,2013-14,22,UTA,NBA,SG,23,0,7.5,1.1,2.9,.388,0.5,1.3,.355,0.7,1.6,.417,.470,0.2,0.3,.714,0.1,0.7,0.8,0.7,0.3,0.1,0.6,1.0,3.0,False
Keon Clark,1998-99,23,DEN,NBA,C,28,0,14.6,1.3,2.9,.450,0.0,0.0,.000,1.3,2.8,.456,.450,0.8,1.3,.568,1.3,2.1,3.4,0.4,0.4,1.1,0.8,1.9,3.3,False
Jordan Clarkson,2014-15,22,LAL,NBA,PG,59,38,25.0,4.5,10.1,.448,0.6,2.1,.314,3.9,8.1,.482,.480,2.2,2.7,.829,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9,False
Speedy Claxton,2001-02,23,PHI,NBA,PG,67,18,22.8,2.7,6.7,.400,0.1,0.5,.121,2.6,6.3,.422,.405,1.7,2.0,.838,0.7,1.7,2.4,3.0,1.4,0.1,1.4,2.2,7.2,False
Mateen Cleaves,2000-01,23,DET,NBA,PG,78,8,16.3,2.1,5.1,.400,0.1,0.2,.294,2.0,4.9,.405,.406,1.2,1.8,.708,0.3,1.4,1.7,2.7,0.6,0.0,1.8,2.0,5.4,False
John Coker,1995-96,24,PHO,NBA,C,5,0,2.2,0.8,1.0,.800,0.0,0.0,,0.8,1.0,.800,.800,0.0,0.0,,0.4,0.0,0.4,0.2,0.0,0.2,0.0,0.2,1.6,False
Norris Cole,2011-12,23,MIA,NBA,PG,65,2,19.4,2.7,6.9,.393,0.3,1.2,.276,2.4,5.8,.417,.417,1.0,1.3,.776,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1.9,6.8,False
Derrick Coleman,1990-91,23,NJN,NBA,PF,74,68,35.2,6.9,14.9,.467,0.2,0.5,.342,6.8,14.4,.472,.473,4.4,6.0,.731,3.6,6.6,10.3,2.2,1.0,1.3,2.9,2.9,18.4,True
Bimbo Coles,1990-91,22,MIA,NBA,PG,82,9,16.5,2.0,4.8,.412,0.1,0.4,.176,1.9,4.4,.435,.420,0.9,1.2,.747,0.7,1.2,1.9,2.8,0.8,0.1,1.2,1.8,4.9,False
Jason Collier,2000-01,23,HOU,NBA,C,23,0,9.7,1.2,3.1,.380,0.0,0.0,.000,1.2,3.0,.386,.380,0.7,1.0,.708,0.5,1.1,1.6,0.3,0.1,0.1,0.5,1.2,3.1,False
Jarron Collins,2001-02,23,UTA,NBA,C,70,68,20.6,2.3,4.9,.461,0.0,0.0,.000,2.3,4.9,.462,.461,1.9,2.6,.740,2.0,2.3,4.2,0.8,0.4,0.3,0.8,3.3,6.4,False
Jason Collins,2001-02,23,NJN,NBA,C,77,9,18.3,1.5,3.6,.421,0.0,0.0,.500,1.5,3.6,.420,.423,1.5,2.1,.701,1.7,2.2,3.9,1.1,0.4,0.6,0.9,2.2,4.5,False
Mardy Collins,2006-07,22,NYK,NBA,SF,52,9,14.9,1.7,4.4,.382,0.3,0.9,.277,1.4,3.5,.409,.410,0.9,1.6,.585,0.5,1.5,2.0,1.6,0.6,0.1,1.1,1.4,4.5,False
Darren Collison,2009-10,22,NOH,NBA,PG,76,37,27.8,4.9,10.4,.477,0.6,1.5,.400,4.3,8.9,.490,.506,1.9,2.3,.851,0.5,2.0,2.5,5.7,1.0,0.1,2.7,1.2,12.4,False
Nick Collison,2004-05,24,SEA,NBA,C,82,4,17.0,2.3,4.3,.537,0.0,0.0,.000,2.3,4.3,.541,.537,1.0,1.4,.703,1.9,2.7,4.6,0.4,0.4,0.6,0.8,3.1,5.6,False
Mike Conley,2007-08,20,MEM,NBA,PG,53,46,26.1,3.6,8.3,.428,0.6,1.7,.330,3.0,6.6,.453,.462,1.7,2.3,.732,0.4,2.2,2.6,4.2,0.8,0.0,1.7,1.6,9.4,False
Marty Conlon,1991-92,24,SEA,NBA,C,45,1,8.5,1.1,2.2,.475,0.0,0.0,,1.1,2.2,.475,.475,0.5,0.7,.750,0.7,0.8,1.5,0.3,0.2,0.2,0.6,0.9,2.7,False
Pat Connaughton,2015-16,23,POR,NBA,SG,34,0,4.2,0.4,1.4,.265,0.1,0.6,.238,0.2,0.8,.286,.316,0.1,0.1,1.000,0.3,0.6,0.9,0.3,0.1,0.0,0.3,0.2,1.1,False
Will Conroy,2006-07,24,TOT,NBA,PG-SG,7,0,7.4,0.0,0.4,.000,0.0,0.0,,0.0,0.4,.000,.000,0.0,0.6,.000,0.4,0.6,1.0,1.3,0.0,0.0,0.3,1.0,0.0,False
Anthony Cook,1990-91,23,DEN,NBA,PF,58,25,19.3,2.0,4.9,.417,0.0,0.1,.000,2.0,4.8,.421,.417,1.2,2.2,.550,2.3,3.3,5.6,0.4,0.6,1.2,0.9,1.7,5.3,False
Brian Cook,2003-04,23,LAL,NBA,C,35,2,12.6,1.9,4.0,.475,0.0,0.1,.000,1.9,3.9,.493,.475,0.6,0.8,.750,0.9,2.0,2.9,0.6,0.5,0.5,0.5,1.8,4.4,False
Daequan Cook,2007-08,20,MIA,NBA,SG,59,19,24.4,3.3,8.7,.381,1.3,4.0,.332,2.0,4.7,.424,.458,0.8,1.0,.825,0.3,2.7,3.0,1.3,0.4,0.2,1.1,2.7,8.8,False
Quinn Cook,2016-17,23,TOT,NBA,PG,14,0,13.4,2.4,4.7,.500,0.8,1.9,.423,1.6,2.9,.550,.583,0.1,0.4,.400,0.1,0.4,0.5,1.9,0.3,0.0,0.9,0.9,5.6,False
